Name,Runtime,Genre,IMDB,Director,Stars
Polot,92,Drama,5.4,Michal Wnuk,"Maciej Musialowski, Eryk Kulm, Tomasz Wlosok, Andrzej Konopka"
Drona,157,Drama,7.1,Pramod Chakravarthi,"Iniya, Ravi Kishan, Rangayana Raghu, Shivarajkumar"
Strings,57,"Drama, Romance",7.7,,"Rebekah Hart Franklin, E.P. Macalma, Joseph D. Durbin, Nikki Fioretti"
De l'autre côté,87,"Crime, Drama",5.6,Didier Bivel,"Alix Poisson, Tiphaine Daviot, Luna Lou, Thomas Doret"
Jiang Ziya,110,"Animation, Family, Fantasy",6.4,,
The Amityville Harvest,93,"Horror, Thriller",2.4,Thomas J. Churchill,"Kyle Lowder, Sadie Katz, Brandon Alan Smith, Alexa Pellerin"
Paydirt,81,"Action, Crime, Thriller",6.2,Christian Sesma,"Luke Goss, Val Kilmer, Mike Hatton, Paul Sloan"
Atarrabi & Mikelats,123,"Drama, Fantasy",5.4,Eugène Green,"Saia Hiriart, Lukas Hiriart, Ainara Leemans, Thierry Biscary"
Yaar Anmulle Returns,130,Drama,8.0,Harry Bhatti,"Rana Jung Bahadur, Navpreet Banga, Nikeet Dhillon, Prabh Gil"
Sufna,144,Romance,8.1,Jagdeep Sidhu,"Ammy Virk, Tania, Jagjeet Sandhu, Balwinder Bullet"
Zakhmi,125,Drama,5.8,Inderpal Singh,"Dev Kharoud, Anchal Singh, Teju Popli, Sanju Solanki"
Jiong ma,126,"Adventure, Comedy, Drama",5.7,Zheng Xu,"Zheng Xu, Meiying Huang, Quan Yuan, Bing Jia"
Big Freaking Rat,85,"Comedy, Horror, Sci-Fi",4.0,Thomas J. Churchill,"Caleb Thomas, Caroline Abbott, Nino Aldi, Bob Barnett"
Supernova,93,"Drama, Romance",6.1,Harry Macqueen,"Colin Firth, Stanley Tucci, Pippa Haywood, Peter MacQueen"
Coses a fer abans de morir,103,Drama,7.4,,"Sergio Caballero, María Almudéver, Alejandro Bordanove, Cristina Fernández Pintado"
Protégé,70,Thriller,4.0,Nelson J. Davis,"Monica Crumpler, April Davis, Nelson J. Davis, Jason Hill"
The Moving on Phase,85,Comedy,9.0,Don Tjernagel,"Matt Anderson, Clint Boevers, Jillian Brown, Cody Croskrey"
Nackte Tiere,83,Drama,6.1,Melanie Waelde,"Katrin Beckmann, Michelangelo Fortuzzi, Ulrike Hübschmann, Luna Arwen Krüger"
Tokyo Home Stay Massacre,75,Horror,4.3,,"Alex Derycz, Diana G., Will Harrell"
Những Mảnh Vỡ Của Người Phụ Nữ,126,Drama,7.1,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Iliza Shlesinger"
Valayam,140,Mystery,6.1,Ramesh Kadumula,"Digangana Suryavanshi, Laksh Chadalavada, Sri Sudha Bheemireddy, Noel Sean"
The Philosophy of Horror: A Symphony of Film Theory,60,Horror,6.5,,
Voir le jour,91,Drama,6.0,Marion Laine,"Sandrine Bonnaire, Brigitte Roüan, Aure Atika, Sarah Stern"
Goblin Slayer: Goblin's Crown,85,"Animation, Action, Adventure",6.7,Takaharu Ozaki,"Justin Briner, Clifford Chapin, Dallas Reid, Brad Hawkins"
An Insignificant Affair,102,Drama,5.2,Yuanyuan Ning,"Bowen Dong, Yuanyuan Ning"
Bigfoot: Path of the Beast,93,Horror,4.4,Justin Snyder,"Justin Snyder, Matthew Pulling, Samantha Weller, Suzanna Woodhead"
The Pit,90,Drama,6.9,Dace Puce,"Damir Onackis, Luize Birkenberga, Indra Burkovska, Agata Buzek"
Não Vamos Pagar Nada,87,Comedy,5.3,João Fonseca,"Flavio Bauraqui, Fernando Caruso, Criolo, Edmilson Filho"
Donne e Donne,90,Drama,6.5,Minuta Gabura,"Giuseppe Milazzo Andreani, Maria Pia Berno, Daiana Bianco, Paolo Braghetto"
Oh My Kadavule,151,Comedy,8.1,Ashwath Marimuthu,"Ashok Selvan, Ritika Singh, Vani Bhojan, Vijay Sethupathi"
Hard Plastic,67,Comedy,6.9,Lucas Astrom,"Andy Dick, Meg Dick, Natisha Anderson, Hilary Momberger-Powers"
The Wolf of Snow Hollow,83,"Comedy, Horror, Thriller",6.3,Jim Cummings,"Jim Cummings, Riki Lindhome, Robert Forster, Chloe East"
Naan Sirithaal,139,"Comedy, Drama",5.2,Raana,"Hiphop Tamizha Adhi, Iswarya Menon, K.S. Ravikumar, Badava Gopi"
Heaven,100,Drama,6.5,Angus Benfield,"Eric Roberts, Aaron Groben, Andy Gates, Ash Khan"
Algo con una mujer,89,Thriller,5.7,,"María Soldi, Abel Ayala, Manuel Vignau, Miriam Odorico"
Teräsleidit,92,"Drama, Comedy",6.3,Pamela Tola,"Leena Uotila, Seela Sella, Saara Pakkasvirta, Heikki Nousiainen"
Milea: Suara dari Dilan,102,"Drama, Romance",6.0,,"Iqbaal Dhiafakhri Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp"
Buku Harianku,94,"Adventure, Drama, Family",6.1,Angling Sagaran,"Kila Putri Alam, Slamet Rahardjo, Widuri Sasono, Widi Mulia"
El practicante,94,"Action, Adventure, Crime",5.6,Carles Torras,"Mario Casas, Déborah François, Guillermo Pfening, Maria Rodríguez Soto"
Heartbeat,73,Thriller,7.1,Gregory Hatanaka,"Nicole D'Angelo, Chris Spinelli, Shane Ryan, Lisa London"
Choke,73,"Horror, Thriller",5.6,Gregory Hatanaka,"Shane Ryan, Scott Butler, Sarah Brine, Lisa London"
"Yakari, le film",82,"Animation, Adventure, Family",6.8,,"Diana Amft, Patrick Bach, Oscar Douieb, Kathleen Renish"
Armugan,91,,9.1,Jo Sol,"Gonzalo Cunill, Diego Gurpegui, Núria Lloansi, Íñigo Martínez"
Hil-Kanpaiak,95,Drama,7.5,Imanol Rayo,"Itsaso Arana, Iñigo Aranburu, Ander Azurmendi, Josean Bengoetxea"
Prostimo,101,Drama,7.3,Fokion Bogris,"Vagelis Evangelinos, Stathis Stamoulakatos, Maria Baloutsou, Vasilis Anastasiou"
Untimely,78,Drama,8.9,Pouya Eshtehardi,"Ayoub Afshar, Iman Afshar, Mousa Afshar, Shayan Afshar"
Kiokuya: Anata o wasurenai,105,Fantasy,4.7,Yûichirô Hirakawa,"Tatsuomi Hamada, Kurumi Inagaki, Rika Izumi, Misako Renbutsu"
Sanremo,90,Drama,8.4,Miroslav Mandic,"Doroteja Nadrah, Barbara Cerar, Boris Cavazza, Jurij Drevensek"
Secrets in the Air,111,Thriller,5.2,Sam Irvin,"Chloe Carabasi, Adam Huss, Griffin Freeman, Saxon Sharbino"
Indoo Ki Jawani,119,"Comedy, Drama",1.4,Abir Sengupta,"Kiara Advani, Aditya Seal, Rakesh Bedi, Iqbal Khan"
Halal Love Story,110,Comedy,6.2,Zakariya Mohammed,"Parvathy Thiruvothu, Soubin Shahir, Joju George, Indrajith Sukumaran"
Reboot Camp,91,Comedy,7.1,Ivo Raza,"David Lipper, Keli Price, David Koechner, Ed Begley Jr."
Valentina,95,Drama,7.6,Cássio Pereira dos Santos,"Thiessa Woinbackk, Guta Stresser, Rômulo Braga, Ronaldo Bonafro"
Brightheart,85,"Animation, Family, Fantasy",3.0,Weifeng Deng,"Carrie Jo Crosby, Daisy Hamilton, Justine Huxley, Nick Hudson Murdoch"
Broken Keys,110,Drama,7.9,Jimmy Keyrouz,"Sara Abi Kanaan, Adel Karam, Tarek Yaacoub, Fadi Abi Samra"
Stranger Than Us,64,Drama,3.2,,"Wade Radford, Luke Hunter"
Rõ Là Thú Tính!,73,"Animation, Comedy, Romance",6.8,Avid Liongoren,"Angelica Panganiban, Robin Padilla, Sam Milby, Empoy Marquez"
Tình Yêu Có Bảo Đảm,90,"Comedy, Romance",5.5,Mark Steven Johnson,"Rachael Leigh Cook, Damon Wayans Jr., Heather Graham, Caitlin Howden"
Murder in the Vineyard,87,Thriller,5.1,Craig Goldstein,"Helena Mattsson, Emma Fuhrmann, Matthew Erick White, Daniel Hall"
Garçon chiffon,108,"Comedy, Drama",5.5,Nicolas Maury,"Nicolas Maury, Nathalie Baye, Arnaud Valois, Théo Christine"
Fan Girl,100,Drama,8.1,Antoinette Jadaone,"Charlie Dizon, Paulo Avelino"
La Fortaleza,108,Drama,7.1,Jorge Thielen Armand,"Jorge Thielen Hedderich, Carlos Medina, Leudys Naranjo, Yoni Naranjo"
Ye Ma Fen Zong,134,Drama,5.7,Shujun Wei,"Zheng Ying Chen, Tong Lin Kai, Wang Xiaomu, You Zhou"
Before the Night Is Over,79,Horror,7.2,Richard Griffin,"Samantha Acampora, Victoria Paradis, Derek Laurendeau, Robert Kersey"
The Alpha Test,87,Sci-Fi,3.1,Aaron Mirtes,"Mack Bayda, Brad Belemjian, David Ditmore, Rae Hunt"
My Heart Can't Beat Unless You Tell It To,90,"Drama, Horror",6.6,Jonathan Cuartas,"Patrick Fugit, Ingrid Sophie Schram, Owen Campbell, Moises L. Tovar"
Ime naroda,137,History,7.6,Darko Bajic,"Ljubomir Bandovic, Anja Pavicevic, Katarina Zutic, Zarko Lausevic"
Toothfairy 2,91,Horror,2.8,Louisa Warren,"Jake Watkins, Katie McKenna, AJ Blackwell, Venetia Cook"
Shorta,108,"Action, Crime",7.4,,"Jacob Lohmann, Simon Sears, Tarek Zayat, Issa Khattab"
A Game Called Relationship,109,"Comedy, Romance",8.6,Vivek Sharma,"Mandy Takhar, Vivek Sharma, Sumit Suri, Sabina Sheema"
The Will,105,Romance,6.1,Louise Alston,"Megan Dodds, Chris McKenna, Caroline Mixon, Trey Murphy"
Joppe 2,54,Comedy,5.6,,"Eddie Sarenhag, Alvin Johansson, Lucas Pihlajamaa, David Björklund"
Mangkujiwo,109,Horror,5.6,Azhar Kinoi Lubis,"Sujiwo Tejo, Yasamin Jasem, Asmara Abigail, Roy Marten"
À l'abordage,95,Comedy,7.1,Guillaume Brac,"Eric Nantchouang, Salif Cissé, Édouard Sulpice, Asma Messaoudene"
Maniyarayile Ashokan,110,"Comedy, Romance",4.6,Shamzu Zayba,"Jacob Gregory, Anupama Parameswaran, S.V. Krishna Shankar, Shine Tom Chacko"
Poly,102,Family,5.7,Nicolas Vanier,"François Cluzet, Julie Gayet, Patrick Timsit, Elisa de Lambert"
The Christmas Chronicles: Part Two,112,"Adventure, Comedy, Family",6.0,Chris Columbus,"Kurt Russell, Goldie Hawn, Darby Camp, Julian Dennison"
Fatal Affair,89,Thriller,4.5,Peter Sullivan,"Nia Long, Omar Epps, Stephen Bishop, Aubrey Cleland"
Se escuchan aullidos,72,Drama,5.8,Julio Hernández Cordón,"Francisco Barreiro, Alejandra Estrada, Graciela González, Fabiana Hernandez"
The Stylist,105,"Drama, Horror",6.6,Jill Gevargizian,"Brea Grant, Najarra Townsend, Sarah McGuire, Laura Kirk"
Rev,91,"Action, Drama",5.0,Ant Horasanli,"Francesco Filice, Vivica A. Fox, Hannah Gordon, Sam Asante"
Síðasta veiðiferðin,90,Comedy,7.0,,"Þorsteinn Bachmann, Halldór Gylfason, Hilmir Snær Guðnason, Jóhann Sigurðarson"
Thanh Âm Trong Mắt Em,123,"Drama, Romance",9.0,Takahiro Miki,"Jun Fubuki, Hannya, Alexander W. Hunter, Keita Machida"
A Day & A Night,98,Drama,5.6,Ayman Makram,"Khaled Nabawy, Ahmad El-Fishawi, Dorra Zarrouk, Mohamed Adel"
The Greatest Gift Ever Given,70,Drama,3.5,Scott Hester,"Heather Bash, Bill Capskas, Kristine Fambrough, Rich Henrich"
Frontier,95,Western,2.6,,
Eddie Pence's (Un)Special Comedy Special,59,Comedy,7.6,Dustin Jacobs,
Nocturne,90,"Horror, Mystery, Thriller",5.7,Zu Quirke,"Sydney Sweeney, Madison Iseman, Jacques Colimon, Ivan Shaw"
Femalien: Cosmic Crush,99,"Fantasy, Sci-Fi",7.2,Lindsey Schmitz,"Kira Noir, Jillian Janson, Denise Milfort, Rachel Grubb"
Blind Eyes Opened,115,Drama,6.7,Geoffrey Rogers,
Ausgrissn! - In der Lederhosn nach Las Vegas,96,Adventure,8.5,Julian Wittmann,"Winfried Frey, Monika Gruber, Roland Hefter, Stephanie Liebl"
Oka Chinna Viramam,95,Thriller,7.2,Sundeep Cheguri,"Punarnavi Bhupalam, Garima, Naveen Neni, Sanjay Varma"
Babai,65,,4.9,Artem Aisagaliev,"Dzhumabai Aisagaliev, Gesha Aisagaliev, Mark Aisagaliev, Saggidulla Aisagaliev"
Malibu Rescue: The Next Wave,68,"Action, Adventure, Comedy",4.6,Savage Steve Holland,"Curtis Armstrong, Jeremy Howard, Carlos Sanson, Carly Hughes"
Cinquième set,105,"Drama, Sport",6.1,Quentin Reynaud,"Alex Lutz, Ana Girardot, Kristin Scott Thomas, Tariq Bettahar"
Thanh Gươm Diệt Quỷ: Chuyến Tàu Vô Tận,117,"Animation, Action, Adventure",8.3,Haruo Sotozaki,"Bryce Papenbrook, Zach Aguilar, Abby Trott, Natsuki Hanae"
Sentimental,82,Comedy,5.9,Cesc Gay,"Belén Cuesta, Javier Cámara, Alberto San Juan, Griselda Siciliani"
Hacked,118,Thriller,4.2,Vikram Bhatt,"Hina Khan, Sheetal Dabholkar, Rohan Shah, Sid Makkar"
The Promised Neverland: Miền Đất Hứa,119,"Action, Adventure, Drama",4.8,Yûichirô Hirakawa,"Miyu Andô, Minami Hamabe, Rihito Itagaki, Jyo Kairi"
Johaar,122,Drama,7.2,Teja Marni,"Esther Anil, Rajsekhar Aningi, Naina Ganguly, Ankith Koyya"
Savaari,153,Romance,5.7,Saahith Mothkuri,"Anupama, Srikanth Reddy Ganta, Gauthami, Baby Hiranya"
Cô Giữ Trẻ: Nữ Hoàng Sát Nhân,101,"Comedy, Horror",5.8,McG,"Judah Lewis, Samara Weaving, Jenna Ortega, Emily Alyn Lind"
Stealing a Survivor,69,Comedy,3.2,Ray Martin,"Johnath Davis, Brian Gallagher, John Jezior, Ray Martin"
The Lyosacks Movie,70,Animation,6.8,Alvaro Calmet,"Alvaro Calmet, Julian Dorra, Shady Dorra, Emily Mack"
Filles de joie,91,Drama,6.0,,"Sara Forestier, Noémie Lvovsky, Annabelle Lengronne, Nicolas Cazalé"
Le bonheur des uns...,104,Comedy,5.9,Daniel Cohen,"Bérénice Bejo, Vincent Cassel, François Damiens, Florence Foresti"
Agent Toby Barks,85,"Adventure, Comedy, Family",3.2,Dan Hunter,"Good-Beasley, Casey Seymour Kim, Fred Sullivan, Jonah Coppolelli"
For the Sake of Vicious,80,Action,6.3,,"Lora Burke, Nick Smyth, Colin Paradine, Dorian Allen"
Antoinette dans les Cévennes,97,"Adventure, Comedy, Romance",6.3,Caroline Vignal,"Laure Calamy, Benjamin Lavernhe, Olivia Côte, Marc Fraize"
Cabrito,80,Horror,6.0,Luciano de Azevedo,"Iuri Alvarenga, Ramon Brant, Sandra Emília, Samir Hauaji"
Dispatched,76,"Action, Drama",3.4,Gary Lee Vincent,"Jeff Moore, Barry Michael Dailey, Kenny Clemons, Dennis P. Marburger"
Jesus,130,Drama,3.6,,
Seriously Single,107,"Comedy, Romance",4.4,,"Fulu Mugovhani, Tumi Morake, Bohang Moeko, Yonda Thomas"
Miss Marx,107,Biography,5.5,Susanna Nicchiarelli,"Romola Garai, Patrick Kennedy, John Gordon Sinclair, Felicity Montagu"
Tove,100,"Biography, Drama",7.4,Zaida Bergroth,"Alma Pöysti, Krista Kosonen, Shanti Roney, Joanna Haartti"
La pièce rapportée,86,Comedy,4.5,Antonin Peretjatko,"Josiane Balasko, Anaïs Demoustier, Philippe Katerine, William Lebghil"
Breeder,107,"Horror, Thriller",6.0,Jens Dahl,"Sara Hjort Ditlevsen, Anders Heinrichsen, Morten Holst, Signe Egholm Olsen"
Entha Manchivaadavuraa,152,"Action, Drama",5.5,Satish Vegesna,"Nandamuri Kalyan Ram, Sarath Babu, Tanikella Bharani, Gayatri Bhargavi"
The Binge,98,Comedy,5.1,Jeremy Garelick,"Vince Vaughn, Skyler Gisondo, Dexter Darden, Eduardo Franco"
Sabit Kanca: Son Soru,101,Comedy,4.8,Nuri Yildiz,"Ismail Baki Tuncer, Eray Acaroglu, Ahmet Akkus, Bilal Akçay"
Lies For Rent,86,Thriller,4.4,Monika Lynn Wesley,"Nick Ballard, Victoria Barabas, Donovan Patton, Joseph C. Phillips"
Middleton Christmas,92,Romance,5.4,Dale Fabrigar,"Michael Paré, Nancy Valen, Eileen Davidson, Trevor Stines"
Ichido shinde mita,93,Comedy,6.0,Shinji Hamasaki,"Denden, Tokio Emoto, Lily Franky, Arata Furuta"
Miami Bici,98,"Comedy, Crime",6.4,Jesús del Cerro,"Matei Dima, Codin Maticiuc, Letitia Vladescu, Alexandru Baraboi"
World Famous Lover,154,Romance,4.6,Kranthi Madhav,"Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa"
Ouija Craft,81,"Fantasy, Horror",3.4,Aaron Mirtes,"Allison Shrum, Mack Bayda, Brad Belemjian, David Ditmore"
Beckman,90,Action,4.0,Gabriel Sabloff,"David A.R. White, William Baldwin, Burt Young, Jeff Fahey"
Wu Hai,108,"Crime, Romance",8.0,Ziyang Zhou,"Xuan Huang, Zishan Yang, Tumen"
Jinde Meriye,141,"Action, Comedy, Romance",5.5,Pankaj Batra,"Sonam Bajwa, Hobby Dhaliwal, Navneet Kaur Dhillon, Hardeep Gill"
Hasta el cielo,121,"Action, Adventure, Crime",6.1,Daniel Calparsoro,"Miguel Herrán, Carolina Yuste, Asia Ortega, Luis Tosar"
Sufiyum Sujatayum,122,"Drama, Musical, Romance",5.4,Naranipuzha Shanavas,"Jayasurya, Aditi Rao Hydari, Dev Mohan, Abhilash"
Concrete Plans,91,Thriller,4.8,Will Jewell,"Goran Bogdan, Kevin Guthrie, Chris Reilly, Amber Rose Revah"
Paakaati Po,148,"Comedy, Romance",8.8,Kathir Raven S.,"Kathir Raven S., Santhini Anthony, Sai Sanggeetha, Pavin Raymond"
Taanashah,101,"Action, Drama",7.3,Ritam Srivastav,"Dilip Arya, Indraneel Bhattacharya, Shashi Chaturvedi, Rahul Chauhan"
Dagaalty,121,"Action, Comedy, Drama",3.9,Vijay Anand,"Santhanam, Rittika Sen, Yogi Babu, Radha Ravi"
Lucky,90,Comedy,4.5,Olivier Van Hoofstadt,"Michaël Youn, Alban Ivanov, Florence Foresti, Sarah Suco"
Belle fille,96,Comedy,5.4,Méliane Marcaggi,"Alexandra Lamy, Miou-Miou, Jonathan Zaccaï, Thomas Dutronc"
The Furnace,116,"Adventure, Drama, History",7.2,Roderick MacKay,"David Wenham, Jay Ryan, Mahesh Jadu, Samson Coulter"
Shakuntala Devi,127,Drama,6.1,Anu Menon,"Vidya Balan, Sanya Malhotra, Jisshu Sengupta, Amit Sadh"
Thappad,142,Drama,6.9,Anubhav Sinha,"Taapsee Pannu, Pavail Gulati, Kumud Mishra, Ratna Pathak Shah"
Vampire Virus,80,Thriller,2.8,Charlie Steeds,"Natalie Martins, Derek Nelson, Jéssica Alonso, Peter Lofsgard"
Our Scripted Life,88,Comedy,7.5,David Towner,"Abby Wathen, Ryan Karloff, Pat Germano, Zaide Avila"
Mellow,106,Romance,5.9,Rikiya Imaizumi,"Kei Tanaka, Sae Okazaki, Sara Shida, Erena Matsuki"
Căn Hộ Của Quỷ,104,Horror,5.5,Albert Pintó,"Begoña Vargas, Iván Marcos, Bea Segura, Sergio Castellanos"
D.N.A.: Decisamente non adatti,84,Comedy,5.3,,"Pasquale Petrolo, Claudio Gregori, Anna Foglietta, Stefano De Sando"
Moskau Einfach!,99,Comedy,6.8,Micha Lewinsky,"Eva Bay, Saladin Dellers, Thomas Douglas, Vera Flück"
I predatori,109,Comedy,5.6,Pietro Castellitto,"Massimo Popolizio, Manuela Mandracchia, Giorgio Montanini, Pietro Castellitto"
El robo del siglo,114,"Biography, Comedy, Crime",7.2,Ariel Winograd,"Guillermo Francella, Diego Peretti, Luis Luque, Pablo Rago"
Baggage Red,92,Thriller,2.8,Christiano Evans,"Alessandro Anglani, Simon Bass, Lucia Caporaso, Sabrina Carnevale"
Madklubben,98,Comedy,5.7,Barbara Topsøe-Rothenborg,"Karoline Hamm, Stina Ekblad, Troels Lyby, Kirsten Olesen"
Février,125,Drama,6.4,Kamen Kalev,"Lachezar Dimitrov, Hristo Dimitrov-Hindo, Kolyo Dobrev, Ivan Nalbantov"
The Escape from Auschwitz,80,Drama,1.6,Terry Lee Coker,"Elliot Cable, Paul Joseph Bonnici, Alex Reece, David Winfield"
Chick Fight,97,"Action, Comedy, Drama",4.3,Paul Leyden,"Malin Akerman, Bella Thorne, Dulcé Sloan, Kevin Connolly"
Death of a Telemarketer,88,"Comedy, Drama, Thriller",8.1,Khaled Ridgeway,"Lamorne Morris, Jackie Earle Haley, Haley Joel Osment, Alisha Wainwright"
Horse Camp: A Love Tail,81,Family,4.7,Joel Paul Reisig,"Richard Karn, Jason London, Kristin Mellian, Teri Lee"
Sotto il sole di Riccione,101,"Comedy, Drama, Romance",5.3,Younuts,"Cristiano Caccamo, Davide Calgaro, Matteo Oscar Giuggioli, Ludovica Martino"
Sticky Toffee Pudding,102,Drama,5.5,Harvard John,"Samuel Nicholls, Emma-Kate Barry, Charlie Howard, Genevieve Lewis"
Her Deadly Reflections,85,Thriller,5.0,John Lyde,"Helena Mattsson, Corey Sevier, Melanie Stone, Jake Stormoen"
Figli,97,Comedy,6.1,Giuseppe Bonito,"Stefano Fresi, Paola Cortellesi, Valerio Mastandrea, Babak Karimi"
Ultras,108,Drama,5.9,Francesco Lettieri,"Aniello Arena, Ciro Nacca, Antonia Truppo, Daniele Vicorito"
Ashes Over Sun,90,"Drama, Mystery, Thriller",7.9,Bogomil Kalinov,"Julian Vergov, Silvia Petkova, Alexander Kalinov, Anastassia Liutova"
Selfie King,119,Drama,7.1,Bishal Sapkota,"Bipin Karki, Laxmi Bardewa, Abhay Baral, Jiban Bhattarai"
Kozhipporu,99,"Drama, Family",8.8,,"Indrans, Pauly Valsan, Anjali Nair, Jolly Chirayath"
Khwab Sare Jhootey,100,Drama,8.7,Deepak Baldev,"Ajay Gautam, Harsh Kumar, Madhu Narayan, Ruby Pari"
The Debt Collector 2,97,"Action, Comedy",5.7,Jesse V. Johnson,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Marina Sirtis"
Beg,90,"Crime, Drama, Fantasy",5.1,Andrey Zagidullin,"Mariya Akhmetzyanova, Oleg An, Svetlana Bryukhanova, Leonid Gromov"
Shikara,118,"Drama, Romance",3.7,Vidhu Vinod Chopra,"Sadia Khateeb, Aadil Khan, Zain Khan Durrani, Priyanshu Chatterjee"
Rasuk 2,95,Horror,5.0,Rizal Mantovani,"Nikita Willy, Achmad Megantara, Asri Welas, Raquel Katie Larkin"
Klovn the Final,94,Comedy,6.7,Mikkel Nørgaard,"Frank Hvam, Casper Christensen, Tina Bilsbo, Cassius Aasav Browning"
The Coming,92,"Action, Adventure, Family",1.4,Joy Jones,"Christina Alexandru, Jamelia Amor, Charles Askenaizer, Luke Balek"
Deadly Daughter Switch,87,Thriller,5.6,Ben Meyerson,"Lindsay Hartley, Hannah Barefoot, Matthew Pohlkamp, Gib Gerard"
Below Sweden,98,"Horror, Mystery, Thriller",6.4,,
Mendilim Kekik Kokuyor,107,"Action, Drama, History",3.3,,"Basar Alemdar, Tarik Bayrak, Bugse Bilgen, Cetin Buyukakin"
Ice 2,131,"Drama, Romance, Sport",6.4,Zhora Kryzhovnikov,"Adeliya Abdulova, Aleksey Antonov, Mariya Aronova, Andrey Arseev"
Get Bossy,90,"Comedy, Crime",3.1,Shayne Lightner,"Raúl Alberto, Keith Biondi, Wendy Christiansen, Cleopatra"
Righteous Villains,75,"Crime, Thriller",8.5,Savvas D. Michael,"Steven Berkoff, Gary Dourdan, Steven Brand, Gianni Calchetti"
It's About Choices,90,Action,5.4,Nehesh Poll,"Gokul Kesavan, Nehesh Poll, Venkatesh Prasad, Akshara Suresh"
Quái Đản,102,"Comedy, Horror, Thriller",6.4,Christopher Landon,"Vince Vaughn, Kathryn Newton, Celeste O'Connor, Misha Osherovich"
Love Mocktail,153,"Drama, Romance",8.3,Darling Krishna,"Darling Krishna, Milana Nagaraj, Amrutha Iyengar, Abhilaash"
Ik Sandhu Hunda Si,115,"Action, Drama",4.9,Rakesh Mehta,"Gippy Grewal, Neha Sharma, Vikramjeet Virk, Roshan Prince"
Bahut Hua Sammaan,125,"Comedy, Crime, Drama",7.2,Ashish R. Shukla,"Sanjay Mishra, Ram Kapoor, Raghav Juyal, Dibyendu Bhattacharya"
Crímenes de familia,99,"Crime, Drama, Thriller",6.6,Sebastián Schindel,"Cecilia Roth, Miguel Ángel Solá, Benjamín Amadeo, Sofía Gala Castiglione"
Búp Bê Tình Yêu,123,"Drama, Romance",6.3,Yuki Tanada,"Yû Aoi, Issey Takahashi, Kenta Hamano, Kitarô"
Il legame,93,"Drama, Horror, Thriller",4.7,Domenico Emanuele de Feudis,"Riccardo Scamarcio, Mía Maestro, Giulia Patrignani, Mariella Lo Sardo"
Shall We Play?,85,Thriller,5.4,Ann Forry,"Michelle Creber, Dolores Drake, Matreya Scarrwener, Jessica McLeod"
Studenac,89,"Drama, Thriller",3.5,Borko Brajovic,"Nikola Boskovic, Borko Brajovic, Slavisa Curovic, Magdi El Asrag"
Threshold,64,Drama,4.8,,"Armenuhi Burmanyan, Metin Emlek, Garik Hovhannissyan, Soma Hovhannissyan"
Joseph,116,Drama,5.1,Marcia Weekes,"Kevoy Burton, Mawuli Gavor, Alison Hinds, Stogie Kenyatta"
Blackjack: The Jackie Ryan Story,98,"Biography, Drama, Sport",4.9,Danny A. Abeckaser,"Ashley Greene, Michael Rapaport, Robert Davi, David Arquette"
Marafon zhelaniy,95,"Comedy, Drama",4.8,Darya Charusha,"Yuliya Aug, Pavel Derevyanko, Aleksandr Gudkov, Andrew Ilitchev"
#Nudes,104,Comedy,5.0,Guily Machovec,"Yolanda de Paulo, Vini Hideki, Guily Machovec, Gabriela Pimenta"
Dirty Fears,83,Horror,6.5,Carlo Fusco,"Sokol Martin Pepkolaj, Ieva Lykos, Melina Arena, Francesco David Clemente"
The Sleepover,100,"Action, Adventure, Comedy",5.6,Trish Sie,"Sadie Stanley, Maxwell Simkins, Cree Cicchino, Lucas Jaye"
I Used to Go Here,80,"Comedy, Drama, Romance",5.6,Kris Rey,"Gillian Jacobs, Jemaine Clement, Josh Wiggins, Forrest Goodluck"
Blade the Iron Cross,70,"Fantasy, Horror, Sci-Fi",4.4,John Lechago,"Tania Fox, Vincent Cusimano, Griffin Blazi, Roy Abramsohn"
365 Ngày,114,"Drama, Romance",3.3,,"Anna Maria Sieklucka, Michele Morrone, Bronislaw Wroclawski, Otar Saralidze"
Ammen,90,Comedy,9.0,Ciro Villano,"Maurizio Mattioli, Davide Marotta, Ciro Villano, Gianni Parisi"
Khaali Peeli,119,"Action, Comedy, Romance",2.4,Maqbool Khan,"Ishaan Khattar, Ananya Panday, Jaideep Ahlawat, Illuminati Dance Crew"
De Gaulle,108,"Biography, Drama, History",5.9,Gabriel Le Bomin,"Lambert Wilson, Isabelle Carré, Olivier Gourmet, Catherine Mouchet"
The Warrant,84,Western,4.1,Brent Christy,"Neal McDonough, Steven R. McQueen, Casper Van Dien, Annabeth Gish"
Tengo Miedo Torero,93,"Drama, History, Romance",7.4,Rodrigo Sepúlveda,"Alfredo Castro, Leonardo Ortizgris, Julieta Zylberberg, Amparo Noguera"
Happy Hardy and Heer,123,"Comedy, Romance",6.1,Raka,"Ashwin Dhar, Trupti Khamkar, Kavita Kumari, Deep Mandeep"
La vampira de Barcelona,103,"Action, Adventure, Drama",6.2,Lluís Danés,"Sergi López, Bruna Cusí, Alejandra Howard, Francesc Orella"
